timestamp,batch_id,step,equipment_id,metric_name,metric_value,unit,operator,note
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,temperature,38.46,C,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,pressure,146.03,PSI,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,pH,6.88,pH,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,scale_weight,500.24,kg,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_1,reactor-01,temperature,37.92,C,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_1,reactor-01,pressure,140.88,PSI,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_1,reactor-01,pH,6.81,pH,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_1,reactor-01,scale_weight,500.59,kg,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_2,mixer-03,temperature,38.95,C,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_2,mixer-03,pressure,142.24,PSI,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_2,mixer-03,pH,6.94,pH,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_2,mixer-03,scale_weight,500.72,kg,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_3,mixer-03,temperature,37.15,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_3,mixer-03,pressure,146.8,PSI,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_3,mixer-03,pH,6.81,pH,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_3,mixer-03,scale_weight,500.93,kg,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_4,reactor-01,temperature,37.58,C,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_4,reactor-01,pressure,145.14,PSI,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_4,reactor-01,pH,7.09,pH,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_4,reactor-01,scale_weight,501.82,kg,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_5,filler-02,temperature,37.46,C,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_5,filler-02,pressure,145.59,PSI,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_5,filler-02,pH,7.18,pH,op_303,
2025-09-05T18:59:55.717933,batch_976f76,step_5,filler-02,scale_weight,501.07,kg,op_303,Calibration overdue for scale S-451
2025-09-05T18:59:55.717933,batch_976f76,step_6,reactor-01,temperature,37.15,C,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_6,reactor-01,pressure,140.09,PSI,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_6,reactor-01,pH,7.1,pH,op_101,
2025-09-05T18:59:55.717933,batch_976f76,step_6,reactor-01,scale_weight,501.29,kg,op_101,Calibration overdue for scale S-451
2025-09-05T18:59:55.717933,batch_976f76,step_7,reactor-01,temperature,38.29,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_7,reactor-01,pressure,143.68,PSI,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_7,reactor-01,pH,6.9,pH,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_7,reactor-01,scale_weight,501.91,kg,op_202,Calibration overdue for scale S-451
2025-09-05T18:59:55.717933,batch_976f76,step_8,filler-02,temperature,37.88,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_8,filler-02,pressure,144.37,PSI,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_8,filler-02,pH,7.16,pH,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_8,filler-02,scale_weight,501.62,kg,op_202,Calibration overdue for scale S-451
2025-09-05T18:59:55.717933,batch_976f76,step_9,mixer-03,temperature,38.12,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_9,mixer-03,pressure,145.74,PSI,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_9,mixer-03,pH,7.14,pH,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_9,mixer-03,scale_weight,501.34,kg,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,temperature,38.97,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,pressure,149.9,PSI,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,pH,6.9,pH,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_0,mixer-03,scale_weight,500.76,kg,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_1,filler-02,temperature,37.93,C,op_202,
2025-09-05T18:59:55.717933,batch_976f76,step_1,filler-02,pressure,149.88,PSI,op_202,
