timestamp,batch_id,step,equipment_id,metric_name,metric_value,unit,operator,note
2025-09-05T18:59:55.722606,batch_c9bd32,step_0,filler-02,temperature,38.79,C,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_0,filler-02,pressure,141.65,PSI,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_0,filler-02,pH,7.06,pH,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_0,filler-02,scale_weight,501.19,kg,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_1,reactor-01,temperature,37.61,C,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_1,reactor-01,pressure,144.16,PSI,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_1,reactor-01,pH,7.19,pH,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_1,reactor-01,scale_weight,500.45,kg,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_2,mixer-03,temperature,37.66,C,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_2,mixer-03,pressure,142.39,PSI,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_2,mixer-03,pH,7.14,pH,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_2,mixer-03,scale_weight,500.49,kg,op_303,
2025-09-05T18:59:55.722606,batch_c9bd32,step_3,reactor-01,temperature,38.68,C,op_202,
2025-09-05T18:59:55.722606,batch_c9bd32,step_3,reactor-01,pressure,147.25,PSI,op_202,
2025-09-05T18:59:55.722606,batch_c9bd32,step_3,reactor-01,pH,7.13,pH,op_202,
2025-09-05T18:59:55.722606,batch_c9bd32,step_3,reactor-01,scale_weight,500.34,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,mixer-03,temperature,37.28,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,mixer-03,pressure,147.1,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,mixer-03,pH,7.01,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,mixer-03,scale_weight,501.68,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,mixer-03,temperature,42.95,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,mixer-03,pressure,158.16,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,mixer-03,pH,6.51,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,mixer-03,scale_weight,500.48,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,mixer-03,temperature,42.34,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,mixer-03,pressure,164.43,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,mixer-03,pH,6.44,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,mixer-03,scale_weight,500.76,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,filler-02,temperature,42.9,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,filler-02,pressure,163.49,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,filler-02,pH,6.43,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,filler-02,scale_weight,500.14,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,filler-02,temperature,43.34,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,filler-02,pressure,161.07,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,filler-02,pH,6.46,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,filler-02,scale_weight,500.25,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,filler-02,temperature,37.68,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,filler-02,pressure,146.99,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,filler-02,pH,7.06,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,filler-02,scale_weight,500.59,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,filler-02,temperature,38.66,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,filler-02,pressure,142.04,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,filler-02,pH,7.17,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,filler-02,scale_weight,500.65,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,filler-02,temperature,37.6,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,filler-02,pressure,148.39,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,filler-02,pH,6.92,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,filler-02,scale_weight,501.08,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,mixer-03,temperature,37.8,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,mixer-03,pressure,147.45,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,mixer-03,pH,7.09,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,mixer-03,scale_weight,500.17,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,reactor-01,temperature,37.97,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,reactor-01,pressure,149.96,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,reactor-01,pH,6.92,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,reactor-01,scale_weight,500.72,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,filler-02,temperature,37.35,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,filler-02,pressure,145.12,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,filler-02,pH,6.94,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,filler-02,scale_weight,500.1,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,temperature,43.06,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,pressure,162.72,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,pH,6.43,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,scale_weight,501.48,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,reactor-01,temperature,42.87,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,reactor-01,pressure,160.58,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,reactor-01,pH,6.53,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_6,reactor-01,scale_weight,500.0,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,reactor-01,temperature,42.37,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,reactor-01,pressure,160.8,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,reactor-01,pH,6.62,pH,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_7,reactor-01,scale_weight,500.16,kg,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,reactor-01,temperature,43.63,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,reactor-01,pressure,158.41,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,reactor-01,pH,6.49,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_8,reactor-01,scale_weight,500.17,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,mixer-03,temperature,38.64,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,mixer-03,pressure,143.93,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,mixer-03,pH,6.89,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_9,mixer-03,scale_weight,501.58,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,mixer-03,temperature,38.5,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,mixer-03,pressure,142.4,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,mixer-03,pH,6.8,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_0,mixer-03,scale_weight,500.61,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,reactor-01,temperature,37.83,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,reactor-01,pressure,149.84,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,reactor-01,pH,7.08,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_1,reactor-01,scale_weight,501.12,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,reactor-01,temperature,37.77,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,reactor-01,pressure,141.47,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,reactor-01,pH,6.84,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_2,reactor-01,scale_weight,501.98,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,filler-02,temperature,38.96,C,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,filler-02,pressure,142.7,PSI,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,filler-02,pH,7.19,pH,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_3,filler-02,scale_weight,501.97,kg,op_101,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,reactor-01,temperature,38.82,C,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,reactor-01,pressure,142.06,PSI,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,reactor-01,pH,6.82,pH,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_4,reactor-01,scale_weight,501.13,kg,op_303,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,temperature,42.34,C,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,pressure,160.18,PSI,op_202,
2025-09-05T18:59:55.723864,batch_c9bd32,step_5,filler-02,pH,6.38,pH,op_202,
