timestamp,batch_id,step,equipment_id,metric_name,metric_value,unit,operator,note
2025-09-05T18:59:55.696155,batch_8c27a8,step_0,reactor-01,temperature,37.14,C,op_101,
2025-09-05T18:59:55.696155,batch_8c27a8,step_0,reactor-01,pressure,149.9,PSI,op_101,
2025-09-05T18:59:55.696155,batch_8c27a8,step_0,reactor-01,pH,7.01,pH,op_101,
2025-09-05T18:59:55.696155,batch_8c27a8,step_0,reactor-01,scale_weight,501.34,kg,op_101,
2025-09-05T18:59:55.696155,batch_8c27a8,step_1,mixer-03,temperature,37.12,C,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_1,mixer-03,pressure,140.5,PSI,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_1,mixer-03,pH,7.09,pH,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_1,mixer-03,scale_weight,500.65,kg,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_2,mixer-03,temperature,38.68,C,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_2,mixer-03,pressure,149.5,PSI,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_2,mixer-03,pH,7.03,pH,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_2,mixer-03,scale_weight,501.82,kg,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_3,reactor-01,temperature,37.58,C,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_3,reactor-01,pressure,141.37,PSI,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_3,reactor-01,pH,6.93,pH,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_3,reactor-01,scale_weight,501.79,kg,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_4,mixer-03,temperature,38.11,C,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_4,mixer-03,pressure,142.78,PSI,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_4,mixer-03,pH,7.01,pH,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_4,mixer-03,scale_weight,500.54,kg,op_202,
2025-09-05T18:59:55.696155,batch_8c27a8,step_5,reactor-01,temperature,43.1,C,op_101,Sudden temperature spike detected
2025-09-05T18:59:55.696155,batch_8c27a8,step_5,reactor-01,pressure,163.41,PSI,op_101,Pressure rising unexpectedly
2025-09-05T18:59:55.696155,batch_8c27a8,step_5,reactor-01,pH,6.33,pH,op_101,pH level dropping
2025-09-05T18:59:55.696155,batch_8c27a8,step_5,reactor-01,scale_weight,500.19,kg,op_101,
2025-09-05T18:59:55.696155,batch_8c27a8,step_6,reactor-01,temperature,42.25,C,op_303,Sudden temperature spike detected
2025-09-05T18:59:55.696155,batch_8c27a8,step_6,reactor-01,pressure,156.72,PSI,op_303,Pressure rising unexpectedly
2025-09-05T18:59:55.696155,batch_8c27a8,step_6,reactor-01,pH,6.53,pH,op_303,pH level dropping
2025-09-05T18:59:55.696155,batch_8c27a8,step_6,reactor-01,scale_weight,501.48,kg,op_303,
2025-09-05T18:59:55.696155,batch_8c27a8,step_7,reactor-01,temperature,43.69,C,op_101,Sudden temperature spike detected
2025-09-05T18:59:55.696155,batch_8c27a8,step_7,reactor-01,pressure,158.81,PSI,op_101,Pressure rising unexpectedly
2025-09-05T18:59:55.696155,batch_8c27a8,step_7,reactor-01,pH,6.34,pH,op_101,pH level dropping
2025-09-05T18:59:55.696155,batch_8c27a8,step_7,reactor-01,scale_weight,501.88,kg,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_8,filler-02,temperature,43.52,C,op_303,Sudden temperature spike detected
2025-09-05T18:59:55.697155,batch_8c27a8,step_8,filler-02,pressure,161.23,PSI,op_303,Pressure rising unexpectedly
2025-09-05T18:59:55.697155,batch_8c27a8,step_8,filler-02,pH,6.37,pH,op_303,pH level dropping
2025-09-05T18:59:55.697155,batch_8c27a8,step_8,filler-02,scale_weight,501.83,kg,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_9,filler-02,temperature,37.33,C,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_9,filler-02,pressure,145.62,PSI,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_9,filler-02,pH,6.82,pH,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_9,filler-02,scale_weight,500.7,kg,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_0,filler-02,temperature,38.86,C,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_0,filler-02,pressure,143.61,PSI,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_0,filler-02,pH,6.88,pH,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_0,filler-02,scale_weight,500.09,kg,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_1,filler-02,temperature,37.58,C,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_1,filler-02,pressure,146.22,PSI,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_1,filler-02,pH,7.14,pH,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_1,filler-02,scale_weight,500.91,kg,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_2,reactor-01,temperature,38.5,C,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_2,reactor-01,pressure,146.98,PSI,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_2,reactor-01,pH,6.83,pH,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_2,reactor-01,scale_weight,501.02,kg,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_3,filler-02,temperature,37.81,C,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_3,filler-02,pressure,147.0,PSI,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_3,filler-02,pH,7.01,pH,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_3,filler-02,scale_weight,501.78,kg,op_202,
2025-09-05T18:59:55.697155,batch_8c27a8,step_4,reactor-01,temperature,37.95,C,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_4,reactor-01,pressure,148.1,PSI,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_4,reactor-01,pH,7.07,pH,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_4,reactor-01,scale_weight,501.54,kg,op_101,
2025-09-05T18:59:55.697155,batch_8c27a8,step_5,reactor-01,temperature,43.95,C,op_303,Sudden temperature spike detected
2025-09-05T18:59:55.697155,batch_8c27a8,step_5,reactor-01,pressure,158.39,PSI,op_303,Pressure rising unexpectedly
2025-09-05T18:59:55.697155,batch_8c27a8,step_5,reactor-01,pH,6.51,pH,op_303,pH level dropping
2025-09-05T18:59:55.697155,batch_8c27a8,step_5,reactor-01,scale_weight,500.99,kg,op_303,
2025-09-05T18:59:55.697155,batch_8c27a8,step_6,filler-02,temperature,42.22,C,op_202,Sudden temperature spike detected
2025-09-05T18:59:55.697155,batch_8c27a8,step_6,filler-02,pressure,163.14,PSI,op_202,Pressure rising unexpectedly
2025-09-05T18:59:55.697155,batch_8c27a8,step_6,filler-02,pH,6.69,pH,op_202,pH level dropping
