timestamp,batch_id,step,equipment_id,metric_name,metric_value,unit,operator,note
2025-09-05T18:59:55.688155,batch_d0067e,step_0,mixer-03,temperature,37.7,C,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_0,mixer-03,pressure,141.26,PSI,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_0,mixer-03,pH,6.85,pH,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_0,mixer-03,scale_weight,500.99,kg,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_1,filler-02,temperature,37.68,C,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_1,filler-02,pressure,146.53,PSI,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_1,filler-02,pH,7.0,pH,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_1,filler-02,scale_weight,502.0,kg,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_2,reactor-01,temperature,37.77,C,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_2,reactor-01,pressure,144.11,PSI,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_2,reactor-01,pH,7.07,pH,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_2,reactor-01,scale_weight,500.83,kg,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_3,mixer-03,temperature,38.35,C,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_3,mixer-03,pressure,146.89,PSI,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_3,mixer-03,pH,6.85,pH,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_3,mixer-03,scale_weight,500.45,kg,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_4,mixer-03,temperature,38.36,C,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_4,mixer-03,pressure,145.75,PSI,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_4,mixer-03,pH,7.07,pH,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_4,mixer-03,scale_weight,501.44,kg,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_5,reactor-01,temperature,37.12,C,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_5,reactor-01,pressure,140.06,PSI,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_5,reactor-01,pH,6.99,pH,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_5,reactor-01,scale_weight,501.74,kg,op_303,
2025-09-05T18:59:55.688155,batch_d0067e,step_6,filler-02,temperature,38.38,C,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_6,filler-02,pressure,148.68,PSI,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_6,filler-02,pH,7.15,pH,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_6,filler-02,scale_weight,500.99,kg,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_7,filler-02,temperature,37.92,C,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_7,filler-02,pressure,146.58,PSI,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_7,filler-02,pH,7.09,pH,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_7,filler-02,scale_weight,500.26,kg,op_202,
2025-09-05T18:59:55.688155,batch_d0067e,step_8,mixer-03,temperature,38.5,C,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_8,mixer-03,pressure,145.9,PSI,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_8,mixer-03,pH,7.1,pH,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_8,mixer-03,scale_weight,502.0,kg,op_101,
2025-09-05T18:59:55.688155,batch_d0067e,step_9,mixer-03,temperature,37.44,C,op_101,
