timestamp,batch_id,step,equipment_id,metric_name,metric_value,unit,operator,note
2025-09-05T18:59:55.711260,batch_133ad8,step_0,mixer-03,temperature,38.6,C,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,mixer-03,pressure,147.55,PSI,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,mixer-03,pH,7.1,pH,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,mixer-03,scale_weight,501.1,kg,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,mixer-03,temperature,37.39,C,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,mixer-03,pressure,149.06,PSI,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,mixer-03,pH,6.89,pH,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,mixer-03,scale_weight,501.62,kg,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,filler-02,temperature,38.89,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,filler-02,pressure,143.17,PSI,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,filler-02,pH,7.19,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,filler-02,scale_weight,500.22,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,reactor-01,temperature,38.28,C,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,reactor-01,pressure,142.88,PSI,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,reactor-01,pH,6.97,pH,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,reactor-01,scale_weight,501.28,kg,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,temperature,37.82,C,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,pressure,142.99,PSI,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,pH,6.85,pH,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,scale_weight,501.57,kg,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,filler-02,temperature,37.33,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,filler-02,pressure,140.27,PSI,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,filler-02,pH,6.82,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,filler-02,scale_weight,500.68,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_6,mixer-03,temperature,37.29,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_6,mixer-03,pressure,140.18,PSI,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_6,mixer-03,pH,7.16,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_6,mixer-03,scale_weight,501.83,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_7,mixer-03,temperature,37.04,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_7,mixer-03,pressure,,PSI,op_303,Sensor reading unavailable
2025-09-05T18:59:55.711260,batch_133ad8,step_7,mixer-03,pH,6.91,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_7,mixer-03,scale_weight,501.89,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_8,mixer-03,temperature,38.86,C,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_8,mixer-03,pressure,,PSI,op_101,Sensor reading unavailable
2025-09-05T18:59:55.711260,batch_133ad8,step_8,mixer-03,pH,6.95,pH,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_8,mixer-03,scale_weight,501.33,kg,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_9,reactor-01,temperature,37.41,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_9,reactor-01,pressure,149.63,PSI,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_9,reactor-01,pH,7.08,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_9,reactor-01,scale_weight,500.0,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,filler-02,temperature,38.59,C,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,filler-02,pressure,142.6,PSI,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,filler-02,pH,7.19,pH,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_0,filler-02,scale_weight,500.28,kg,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,reactor-01,temperature,37.03,C,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,reactor-01,pressure,141.5,PSI,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,reactor-01,pH,6.84,pH,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_1,reactor-01,scale_weight,500.28,kg,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,mixer-03,temperature,37.51,C,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,mixer-03,pressure,141.34,PSI,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,mixer-03,pH,7.08,pH,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_2,mixer-03,scale_weight,501.94,kg,op_101,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,filler-02,temperature,38.62,C,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,filler-02,pressure,140.95,PSI,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,filler-02,pH,6.97,pH,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_3,filler-02,scale_weight,500.51,kg,op_303,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,temperature,37.81,C,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,pressure,145.5,PSI,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,pH,7.13,pH,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_4,reactor-01,scale_weight,501.61,kg,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,reactor-01,temperature,37.07,C,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,reactor-01,pressure,,PSI,op_202,Sensor reading unavailable
2025-09-05T18:59:55.711260,batch_133ad8,step_5,reactor-01,pH,6.86,pH,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_5,reactor-01,scale_weight,500.08,kg,op_202,
2025-09-05T18:59:55.711260,batch_133ad8,step_6,filler-02,temperature,37.23,C,op_101,
